,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
598,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 147125,Express Non AC Seater 2+3,16:00,02h 30m,18:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
599,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 170479,Express Non AC Seater 2+3,16:20,02h 10m,18:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
600,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 172229,Express Non AC Seater 2+3,16:45,02h 15m,19:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
601,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 186185,Semi Deluxe Non AC Seater 2+2,16:45,02h 15m,19:00,3.9,142.0,35,Rajasthan,Sikar,Jaipur (Rajasthan)
602,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 135861,Express Non AC Seater 2+3,17:20,02h 30m,19:50,3.9,129.0,46,Rajasthan,Sikar,Jaipur (Rajasthan)
603,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 160960,Express Non AC Seater 2+3,17:20,02h 25m,19:45,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
604,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 173073,Super Luxury Volvo AC Seater Pushback 2+2,17:30,01h 45m,19:15,4.0,213.0,37,Rajasthan,Sikar,Jaipur (Rajasthan)
605,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193857,Express Non AC Seater 2+3,17:35,02h 25m,20:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
606,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193696,Deluxe AC Seater 2+2,17:40,02h 05m,19:45,3.2,228.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
607,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168295,Express Non AC Seater 2+3,17:40,02h 10m,19:50,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
608,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 189041,Express Non AC Seater 2+3,17:55,02h 20m,20:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
609,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168778,Express Non AC Seater 2+3,18:30,03h 20m,21:50,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
610,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 104469,Express Non AC Seater 2+3,18:35,02h 15m,20:50,3.9,129.0,46,Rajasthan,Sikar,Jaipur (Rajasthan)
611,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 170435,Express Non AC Seater 2+3,19:00,02h 15m,21:15,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
612,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 173071,Super Luxury Volvo AC Seater Pushback 2+2,19:05,01h 55m,21:00,3.8,213.0,30,Rajasthan,Sikar,Jaipur (Rajasthan)
613,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193580,Express Non AC Seater 2+3,19:40,01h 50m,21:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
614,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168498,Express Non AC Seater 2+3,19:50,02h 40m,22:30,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
615,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 173598,Super Luxury Volvo AC Seater Pushback 2+2,20:00,02h 00m,22:00,3.7,213.0,37,Rajasthan,Sikar,Jaipur (Rajasthan)
616,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168785,Express Non AC Seater 2+3,21:00,02h 15m,23:15,3.9,123.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
617,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 188344,Express Non AC Seater 2+3,21:00,02h 00m,23:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
618,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 171167,Express Non AC Seater 2+3,21:20,01h 40m,23:00,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
619,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168794,Express Non AC Seater 2+3,21:50,02h 25m,00:15,3.9,123.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
620,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 193272,Express Non AC Seater 2+3,22:15,01h 40m,23:55,3.9,129.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
621,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 168765,Express Non AC Seater 2+3,22:25,02h 05m,00:30,3.9,139.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
622,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,RSRTC - 178042,Express Non AC Seater 2+3,23:40,12h 19m,11:59,3.9,123.0,42,Rajasthan,Sikar,Jaipur (Rajasthan)
623,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Vijay Tour and Travels,Bharat Benz A/C Seater (2+2),09:40,02h 20m,12:00,3.5,278.0,45,Rajasthan,Sikar,Jaipur (Rajasthan)
624,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Salasar Darshan Travels,Non AC Seater (2+3),14:20,02h 10m,16:30,4.7,150.0,56,Rajasthan,Sikar,Jaipur (Rajasthan)
625,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Salasar Darshan Travels,Non AC Seater (2+3),16:50,02h 20m,19:10,4.7,150.0,52,Rajasthan,Sikar,Jaipur (Rajasthan)
626,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),18:45,02h 55m,21:40,3.5,324.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
627,Sikar to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/sikar-to-jaipur,Maharaja Travels,A/C Seater / Sleeper (2+1),19:40,02h 40m,22:20,3.1,286.0,36,Rajasthan,Sikar,Jaipur (Rajasthan)
628,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 166472,Express Non AC Seater 2+3,09:15,02h 00m,11:15,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
629,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 166414,Express Non AC Seater 2+3,09:35,02h 00m,11:35,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
630,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 166461,Express Non AC Seater 2+3,09:50,02h 05m,11:55,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
631,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 166423,Express Non AC Seater 2+3,10:10,01h 55m,12:05,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
632,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 168098,Express Non AC Seater 2+3,10:30,02h 00m,12:30,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
633,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 184796,Express Non AC Seater 2+3,10:55,02h 00m,12:55,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
634,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 146314,Super Luxury Volvo AC Seater Pushback 2+2,11:00,01h 30m,12:30,3.2,239.0,26,Rajasthan,Kishangarh,Jaipur (Rajasthan)
635,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 169914,Express Non AC Seater 2+3,11:30,02h 00m,13:30,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
636,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 166417,Express Non AC Seater 2+3,11:40,01h 55m,13:35,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
637,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 168094,Express Non AC Seater 2+3,11:45,01h 55m,13:40,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
638,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 185141,Super Luxury Volvo AC Seater Pushback 2+2,12:00,01h 30m,13:30,2.8,239.0,37,Rajasthan,Kishangarh,Jaipur (Rajasthan)
639,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 166468,Express Non AC Seater 2+3,12:00,02h 00m,14:00,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
640,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 190552,Express Non AC Seater 2+3,12:35,02h 50m,15:25,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
641,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 144042,Super Luxury Volvo AC Seater Pushback 2+2,13:00,01h 35m,14:35,3.1,239.0,37,Rajasthan,Kishangarh,Jaipur (Rajasthan)
642,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 172902,Express Non AC Seater 2+3,13:05,02h 00m,15:05,3.3,120.0,41,Rajasthan,Kishangarh,Jaipur (Rajasthan)
643,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 189125,Express Non AC Seater 2+3,13:10,02h 20m,15:30,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
644,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 193585,Express Non AC Seater 2+3,13:30,02h 15m,15:45,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
645,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 163505,Express Non AC Seater 2+3,13:45,02h 05m,15:50,3.3,120.0,42,Rajasthan,Kishangarh,Jaipur (Rajasthan)
646,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 168095,Express Non AC Seater 2+3,13:55,02h 00m,15:55,3.3,120.0,46,Rajasthan,Kishangarh,Jaipur (Rajasthan)
647,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur,RSRTC - 186250,Super Luxury Volvo AC Seater Pushback 2+2,14:02,01h 28m,15:30,4.5,239.0,37,Rajasthan,Kishangarh,Jaipur (Rajasthan)
