,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
2760,Guwahati to Shillong,https://www.redbus.in/bus-tickets/guwahati-to-shillong,Upasana Travels (Under ASTC),Non AC Seater (2+2),11:00,03h 30m,14:30,2.6,300.0,18,Meghalaya,Guwahati,Shillong
2761,Shillong to Tura (Meghalaya),https://www.redbus.in/bus-tickets/shillong-to-tura-meghalaya,Meghalaya Transport Corporation(MTC) - 163306,Tata Non A/C Seater Executive Luxury (2+2),17:00,10h 30m,03:30,3.4,517.0,1,Meghalaya,Shillong,Tura (Meghalaya)
2762,Shillong to Tura (Meghalaya),https://www.redbus.in/bus-tickets/shillong-to-tura-meghalaya,NETWORK TRAVELS,NON A/C Seater (2+2),16:30,13h 30m,06:00,3.7,650.0,31,Meghalaya,Shillong,Tura (Meghalaya)
2763,Shillong to Guwahati,https://www.redbus.in/bus-tickets/shillong-to-guwahati,Meghalaya Transport Corporation(MTC) - 172215,Force Motors Non A/C Seater Executive (2+2),15:00,03h 00m,18:00,4.2,200.0,17,Meghalaya,Shillong,Guwahati
2764,Tura (Meghalaya) to Shillong,https://www.redbus.in/bus-tickets/tura-meghalaya-to-shillong,Meghalaya Transport Corporation(MTC) - 163370,Tata Non A/C Seater Executive Luxury (2+2),18:30,09h 30m,04:00,3.4,517.0,7,Meghalaya,Tura (Meghalaya),Shillong
2765,Shillong to Silchar,https://www.redbus.in/bus-tickets/shillong-to-silchar,Jagannath Travels and Tours Pvt. Ltd.,NON A/C Seater Push Back (2+1),09:00,08h 30m,17:30,2.0,700.0,12,Meghalaya,Shillong,Silchar
2766,Shillong to Silchar,https://www.redbus.in/bus-tickets/shillong-to-silchar,SEEMA TRAVELS,NON AC Seater / Sleeper 2+1,20:30,08h 30m,05:00,2.3,650.0,44,Meghalaya,Shillong,Silchar
2767,Shillong to Silchar,https://www.redbus.in/bus-tickets/shillong-to-silchar,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater (2+1),23:45,08h 45m,08:30,1.2,650.0,31,Meghalaya,Shillong,Silchar
2768,Silchar to Shillong,https://www.redbus.in/bus-tickets/silchar-to-shillong,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater (2+1),18:45,09h 45m,04:30,3.3,650.0,25,Meghalaya,Silchar,Shillong
2769,Silchar to Shillong,https://www.redbus.in/bus-tickets/silchar-to-shillong,Jagannath Travels and Tours Pvt. Ltd.,NON A/C Seater Push Back (2+1),18:30,08h 30m,03:00,2.2,600.0,30,Meghalaya,Silchar,Shillong
2770,Silchar to Shillong,https://www.redbus.in/bus-tickets/silchar-to-shillong,AR Travels,Non AC Seater (2+2),18:30,10h 00m,04:30,1.6,500.0,35,Meghalaya,Silchar,Shillong
2771,Shillong to Karimganj,https://www.redbus.in/bus-tickets/shillong-to-karimganj,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),20:30,08h 30m,05:00,3.7,650.0,32,Meghalaya,Shillong,Karimganj
2772,Shillong to Karimganj,https://www.redbus.in/bus-tickets/shillong-to-karimganj,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),21:35,08h 45m,06:20,3.7,750.0,35,Meghalaya,Shillong,Karimganj
2773,Shillong to Karimganj,https://www.redbus.in/bus-tickets/shillong-to-karimganj,JAYSIKA,NON A/C Seater Push Back (2+1),20:00,09h 00m,05:00,2.1,700.0,34,Meghalaya,Shillong,Karimganj
2774,Shillong to Williamnagar (Meghalaya),https://www.redbus.in/bus-tickets/shillong-to-williamnagar-meghalaya,Meghalaya Transport Corporation(MTC) - 163306,Tata Non A/C Seater Executive Luxury (2+2),17:00,12h 00m,05:00,3.4,581.0,1,Meghalaya,Shillong,Williamnagar (Meghalaya)
2775,Williamnagar (Meghalaya) to Shillong,https://www.redbus.in/bus-tickets/williamnagar-meghalaya-to-shillong,Meghalaya Transport Corporation(MTC) - 163370,Tata Non A/C Seater Executive Luxury (2+2),17:00,11h 00m,04:00,3.2,581.0,7,Meghalaya,Williamnagar (Meghalaya),Shillong
2776,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Gobus,VE A/C Sleeper (2+1),21:00,10h 30m,07:30,4.5,750.0,15,Karnataka,Pune,Goa
2777,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,11h 30m,08:30,4.4,899.0,26,Karnataka,Pune,Goa
2778,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Amrutyog,A/C Sleeper (2+1),22:00,11h 30m,09:30,4.4,899.0,22,Karnataka,Pune,Goa
2779,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,10h 15m,08:45,4.4,660.0,8,Karnataka,Pune,Goa
2780,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),23:05,10h 25m,09:30,4.3,1090.0,20,Karnataka,Pune,Goa
2781,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Vip Yellows,A/C Sleeper (2+1),20:30,11h 30m,08:00,4.2,770.0,17,Karnataka,Pune,Goa
2782,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Divine,NON A/C Sleeper (1+2),19:45,11h 00m,06:45,4.2,800.0,18,Karnataka,Pune,Goa
2783,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:40,11h 05m,08:45,4.2,934.0,21,Karnataka,Pune,Goa
2784,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,AC Sleeper (2+1),23:30,10h 20m,09:50,4.3,1336.0,17,Karnataka,Pune,Goa
2785,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),23:00,11h 00m,10:00,4.1,950.0,11,Karnataka,Pune,Goa
2786,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray National Express,NON A/C Sleeper (2+1),20:00,10h 45m,06:45,4.3,800.0,21,Karnataka,Pune,Goa
2787,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),20:00,11h 15m,07:15,4.1,999.0,16,Karnataka,Pune,Goa
2788,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:30,10h 15m,08:45,4.1,828.0,24,Karnataka,Pune,Goa
2789,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),20:15,10h 15m,06:30,4.1,1310.0,22,Karnataka,Pune,Goa
2790,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,11h 05m,08:05,4.0,594.0,27,Karnataka,Pune,Goa
2791,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:30,11h 00m,09:30,4.0,820.0,25,Karnataka,Pune,Goa
2792,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Zingbus Plus,VE A/C Sleeper (2+1),23:55,11h 15m,11:10,4.3,950.0,11,Karnataka,Pune,Goa
2793,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Indumati Travels,A/C Sleeper (2+1),22:20,10h 10m,08:30,4.3,749.0,25,Karnataka,Pune,Goa
2794,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Gobus,NON A/C Sleeper (2+1),21:05,09h 55m,07:00,4.0,700.0,23,Karnataka,Pune,Goa
2795,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:05,09h 56m,08:01,3.9,800.0,16,Karnataka,Pune,Goa
2796,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Shreyash Travels,Bharat Benz A/C Sleeper (2+1),21:45,10h 45m,08:30,3.8,1010.0,12,Karnataka,Pune,Goa
2797,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Laxmi Queen Prime,A/C Sleeper (2+1),20:30,11h 00m,07:30,3.8,1199.0,10,Karnataka,Pune,Goa
2798,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15,11h 15m,09:30,4.1,1320.0,19,Karnataka,Pune,Goa
2799,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,AC Sleeper (2+1),21:45,11h 25m,09:10,3.9,1429.0,11,Karnataka,Pune,Goa
2800,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Prasanna - Purple Bus,Volvo A/C Sleeper (2+1),21:45,11h 00m,08:45,3.8,1120.0,13,Karnataka,Pune,Goa
2801,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Humsafar Travels,A/C Sleeper (2+1),22:50,10h 40m,09:30,3.5,950.0,22,Karnataka,Pune,Goa
2802,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Pearl,Volvo Multi-Axle A/C Sleeper (2+1),22:30,10h 00m,08:30,3.9,3000.0,6,Karnataka,Pune,Goa
2803,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Traveltime Travels (Kelkar),NON A/C Seater/ Sleeper (2+1),21:00,11h 45m,08:45,3.4,950.0,18,Karnataka,Pune,Goa
2804,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00,11h 00m,07:00,3.2,750.0,13,Karnataka,Pune,Goa
2805,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),21:00,11h 00m,08:00,3.9,1210.0,32,Karnataka,Pune,Goa
2806,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),23:50,10h 15m,10:05,3.3,1399.0,16,Karnataka,Pune,Goa
2807,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Abhishek Vishal Travels,NON A/C Push Back (2+2),21:25,09h 45m,07:10,3.0,1200.0,1,Karnataka,Pune,Goa
2808,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),22:00,10h 00m,08:00,4.0,800.0,16,Karnataka,Pune,Goa
2809,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,PSR Travels Goa,A/C Sleeper (2+1),23:45,09h 30m,09:15,3.7,1199.0,15,Karnataka,Pune,Goa
2810,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Laxmi Queen Asta,A/C Sleeper (2+1),21:30,10h 30m,08:00,3.6,1199.0,9,Karnataka,Pune,Goa
2811,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin travel house,A/C Sleeper (2+1),23:45,11h 00m,10:45,2.8,1310.0,31,Karnataka,Pune,Goa
2812,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Shreyash Travels,NON A/C Sleeper (2+1),19:30,11h 00m,06:30,1.3,636.0,14,Karnataka,Pune,Goa
2813,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin Travel House (39),A/C Sleeper (2+1),22:30,10h 45m,09:15,2.3,1310.0,21,Karnataka,Pune,Goa
2814,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Humsafar Travels,A/C Sleeper (2+1),22:15,11h 00m,09:15,3.6,950.0,22,Karnataka,Pune,Goa
2815,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),21:00,10h 30m,07:30,2.2,900.0,1,Karnataka,Pune,Goa
2816,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Humsafar Travels,A/C Sleeper (2+1),22:15,10h 45m,09:00,3.4,950.0,22,Karnataka,Pune,Goa
2817,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Shubhra Sharma Tourist Services,A/C Sleeper (2+1),00:10,10h 21m,10:31,2.8,1700.0,13,Karnataka,Pune,Goa
2818,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Gogte Anand Travels,Volvo Multi-Axle I-Shift A/C Sleeper (2+1),21:00,10h 55m,07:55,4.4,799.0,15,Karnataka,Pune,Goa
2819,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Gogte Travels (Manish),Non AC Seater (2+2),19:35,11h 55m,07:30,3.0,399.0,18,Karnataka,Pune,Goa
2820,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:25,10h 40m,09:05,3.9,851.0,22,Karnataka,Pune,Goa
2821,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,14h 00m,08:00,4.0,600.0,31,Karnataka,Goa,Pune
2822,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,VE A/C Sleeper (2+1),21:32,08h 50m,06:22,4.7,650.0,20,Karnataka,Goa,Pune
2823,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,VE A/C Sleeper (2+1),22:30,10h 40m,09:10,4.6,650.0,23,Karnataka,Goa,Pune
2824,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,AdIntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:20,10h 55m,09:15,4.1,599.0,23,Karnataka,Goa,Pune
2825,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,11h 30m,10:00,4.5,599.0,24,Karnataka,Goa,Pune
2826,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:40,09h 50m,07:30,4.4,533.0,29,Karnataka,Goa,Pune
2827,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,AC Sleeper (2+1),18:30,10h 55m,05:25,4.4,640.0,32,Karnataka,Goa,Pune
2828,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,AdIntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:00,10h 55m,08:55,4.3,599.0,23,Karnataka,Goa,Pune
2829,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),18:00,12h 10m,06:10,4.5,900.0,13,Karnataka,Goa,Pune
2830,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Zingbus Plus,VE A/C Sleeper (2+1),19:40,10h 30m,06:10,4.4,563.0,23,Karnataka,Goa,Pune
2831,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15,09h 30m,07:45,4.2,900.0,35,Karnataka,Goa,Pune
2832,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,AC Sleeper (2+1),21:00,10h 05m,07:05,4.3,674.0,26,Karnataka,Goa,Pune
2833,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,11h 10m,05:20,4.1,599.0,21,Karnataka,Goa,Pune
2834,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,AC Sleeper (2+1),19:30,10h 10m,05:40,4.3,674.0,17,Karnataka,Goa,Pune
2835,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,NON A/C Sleeper (2+1),20:01,10h 30m,06:31,4.2,550.0,22,Karnataka,Goa,Pune
2836,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,10h 00m,06:30,4.2,399.0,37,Karnataka,Goa,Pune
2837,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,11h 30m,09:30,4.1,800.0,27,Karnataka,Goa,Pune
2838,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Zingbus Plus,VE A/C Sleeper (2+1),21:05,10h 40m,07:45,4.3,602.0,13,Karnataka,Goa,Pune
2839,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,09h 45m,07:45,4.3,599.0,26,Karnataka,Goa,Pune
2840,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,10h 15m,07:31,4.1,599.0,22,Karnataka,Goa,Pune
2841,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,10h 30m,06:30,4.4,333.0,46,Karnataka,Goa,Pune
2842,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:00,09h 30m,07:30,4.1,820.0,30,Karnataka,Goa,Pune
2843,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Amrutyog Travels,A/C Sleeper (2+1),19:00,11h 22m,06:22,4.1,499.0,31,Karnataka,Goa,Pune
2844,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna - Purple Bus,VE A/C Sleeper (2+1),17:00,12h 00m,05:00,4.1,720.0,25,Karnataka,Goa,Pune
2845,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi Queen Prime,A/C Sleeper (2+1),19:30,11h 00m,06:30,4.0,699.0,23,Karnataka,Goa,Pune
2846,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,10h 15m,07:15,3.9,600.0,26,Karnataka,Goa,Pune
2847,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,11h 30m,06:30,4.0,399.0,40,Karnataka,Goa,Pune
2848,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Giroba Travels (Kelkar),NON A/C Airbus (2+2),18:00,11h 30m,05:30,4.1,350.0,37,Karnataka,Goa,Pune
2849,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi Queen Asta,A/C Sleeper (2+1),20:30,10h 30m,07:00,4.1,699.0,21,Karnataka,Goa,Pune
2850,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,09h 45m,05:48,3.9,599.0,20,Karnataka,Goa,Pune
2851,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,"National Travels,Goa",NON A/C Sleeper (2+1),19:00,11h 20m,06:20,4.7,500.0,20,Karnataka,Goa,Pune
2852,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,09h 30m,05:00,3.8,650.0,16,Karnataka,Goa,Pune
2853,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,11h 00m,06:45,3.8,599.0,26,Karnataka,Goa,Pune
2854,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels ( Ashray ),A/C Sleeper (2+1),22:02,10h 15m,08:17,3.7,599.0,28,Karnataka,Goa,Pune
2855,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna - Purple Bus,Volvo A/C Sleeper (2+1),18:00,12h 15m,06:15,4.2,720.0,23,Karnataka,Goa,Pune
2856,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Shreyas),NON A/C Sleeper (2+1),20:30,10h 30m,07:00,3.6,499.0,30,Karnataka,Goa,Pune
2857,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Dolphin),A/C Sleeper (2+1),17:30,11h 30m,05:00,3.6,555.0,28,Karnataka,Goa,Pune
2858,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Indumati Travels,A/C Sleeper (2+1),21:00,10h 00m,07:00,4.0,599.0,26,Karnataka,Goa,Pune
2859,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,11h 00m,01:00,3.6,601.0,13,Karnataka,Goa,Pune
2860,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,11h 00m,06:00,4.2,399.0,25,Karnataka,Goa,Pune
2861,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,PSR Travels Goa,A/C Sleeper (2+1),19:15,10h 45m,06:00,3.8,849.0,22,Karnataka,Goa,Pune
2862,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,10h 30m,06:30,4.0,505.0,26,Karnataka,Goa,Pune
2863,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,11h 55m,04:25,3.7,599.0,21,Karnataka,Goa,Pune
2864,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),18:30,12h 25m,06:55,3.5,450.0,30,Karnataka,Goa,Pune
2865,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,12h 05m,08:05,3.7,1299.0,33,Karnataka,Goa,Pune
2866,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,NON A/C Sleeper (2+1),21:02,10h 30m,07:32,4.7,450.0,26,Karnataka,Goa,Pune
2867,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,11h 00m,05:30,3.5,450.0,21,Karnataka,Goa,Pune
2868,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,11h 00m,02:30,3.5,599.0,19,Karnataka,Goa,Pune
2869,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Travels,NON A/C Seater (2+2),16:45,12h 50m,05:35,2.7,350.0,32,Karnataka,Goa,Pune
2870,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Giroba Travels (Kelkar),Non A/C Seater / Sleeper (2+1),17:45,11h 45m,05:30,4.1,350.0,30,Karnataka,Goa,Pune
2871,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,12h 55m,06:00,3.7,1200.0,11,Karnataka,Mumbai,Goa
2872,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,VE A/C Sleeper (2+1),20:00,17h 10m,13:10,4.5,1410.0,10,Karnataka,Mumbai,Goa
2873,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),17:00,16h 10m,09:10,4.4,1429.0,11,Karnataka,Mumbai,Goa
2874,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:00,17h 00m,10:00,4.3,1346.0,12,Karnataka,Mumbai,Goa
2875,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),19:35,14h 15m,09:50,4.3,1336.0,17,Karnataka,Mumbai,Goa
2876,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),13:30,17h 00m,06:30,4.3,1310.0,22,Karnataka,Mumbai,Goa
2877,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,VE A/C Sleeper (2+1),18:00,17h 10m,11:10,4.5,1346.0,11,Karnataka,Mumbai,Goa
2878,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),15:00,17h 00m,08:00,4.1,1210.0,32,Karnataka,Mumbai,Goa
2879,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,17h 00m,12:00,4.5,1329.0,14,Karnataka,Mumbai,Goa
2880,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mascot Travels(M.Dev),A/C Sleeper (2+1),17:30,17h 15m,10:45,3.9,1139.0,14,Karnataka,Mumbai,Goa
2881,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Vaibhav travels,A/C Sleeper (2+1),18:00,18h 00m,12:00,3.8,1500.0,8,Karnataka,Mumbai,Goa
2882,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,A/C Sleeper (2+1),18:00,16h 55m,10:55,3.9,1109.0,10,Karnataka,Mumbai,Goa
2883,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Global Travel Agency (GTA),A/C Sleeper (2+1),17:50,17h 45m,11:35,3.8,1999.0,28,Karnataka,Mumbai,Goa
2884,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (40),A/C Sleeper (2+1),20:45,17h 15m,14:00,3.5,1510.0,22,Karnataka,Mumbai,Goa
2885,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),20:30,15h 35m,12:05,3.4,1600.0,14,Karnataka,Mumbai,Goa
2886,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),17:15,16h 50m,10:05,3.5,1399.0,16,Karnataka,Mumbai,Goa
2887,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (39),A/C Sleeper (2+1),16:30,16h 45m,09:15,3.3,1310.0,21,Karnataka,Mumbai,Goa
2888,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin travel house,A/C Sleeper (2+1),17:45,17h 00m,10:45,3.3,1310.0,31,Karnataka,Mumbai,Goa
2889,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,NON A/C Sleeper (2+1),19:25,14h 20m,09:45,4.0,970.0,18,Karnataka,Mumbai,Goa
2890,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels,NON A/C Push Back (2+2),14:50,16h 20m,07:10,3.1,1200.0,1,Karnataka,Mumbai,Goa
2891,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46,17h 45m,10:31,3.3,1700.0,13,Karnataka,Mumbai,Goa
